Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
31,Female,85.9,1.7,162,143,56,2,1455,Yoga,28,3.3,3,3,12.78
28,Male,93.7,1.77,192,142,57,1.45,1230,Cardio,14.8,3.6,2,2,23.62
26,Male,83.6,1.79,171,128,72,0.7,1247,Strength,25.4,3.2,3,1,27.91
38,Male,101.4,2,190,169,63,,1772,Cardio,20.7,2.6,4,1,38.99
36,,77.6,1.6,183,165,72,0.66,1208,Cardio,25.6,1.7,3,1,12.44
28,,44.7,1.68,166,160,62,0.99,1672,Yoga,28.6,1.5,2,3,17.59
40,Male,79.9,1.51,175,169,64,1.44,1277,Yoga,26.2,1.5,5,3,14.09
45,Female,70.2,1.82,167,139,67,1.32,953,Strength,10,1.5,4,2,13.6
40,Female,44.2,1.7,161,160,64,1.71,979,Yoga,23.7,3.4,3,2,24.1
49,Male,90.6,1.78,181,130,63,1.27,1002,Strength,28.2,2.3,3,2,15.66
40,Female,56.8,1.54,166,167,71,1.06,1225,Yoga,27.6,1.7,4,1,12.32
51,Female,48.7,1.5,168,140,58,0.93,1108,Cardio,27.3,3.2,2,2,12.32
41,Female,72.3,1.66,165,142,74,1.4,758,Cardio,25.6,3.6,4,1,23.85
43,Female,68,1.78,183,120,58,2,1030,HIIT,22.8,1.5,4,2,17.25
44,Male,46.7,1.81,191,132,58,1.45,1113,Cardio,10,3.5,4,3,23.21
30,Male,59.4,1.87,190,122,50,1.77,1337,Yoga,25.5,2.8,4,1,23.2
18,Female,75.9,1.7,183,151,51,1.01,1289,HIIT,30.1,3.2,2,1,24.94
47,Female,45.1,1.73,193,152,57,1.25,918,,29.7,2.8,3,3,14.58
25,Female,64.6,1.51,194,127,55,1.4,1155,Cardio,26.9,3.5,2,3,17.74
18,Female,68.7,1.6,163,135,61,1.05,367,Yoga,23.1,3.6,3,,33.26
45,Female,61.1,1.74,171,164,69,1.16,1019,Yoga,19.6,2.8,3,1,16.37
47,Female,70.1,1.71,199,139,74,1.15,1238,Cardio,25.1,2.5,4,1,19.95
28,Male,50.3,1.81,176,156,70,1.46,1143,Strength,31.8,1.9,3,1,26.47
18,Female,66.8,1.62,161,169,74,1.57,1410,HIIT,30.2,3.3,,,22.63
28,Male,59.9,1.7,169,163,65,1.26,1474,Yoga,11.7,2.9,4,1,33.85
41,Male,52.8,1.68,192,132,59,1.47,1709,Cardio,29.6,3.5,4,1,12.32
51,Female,62.7,1.73,198,140,50,1.98,1656,Strength,18.2,3.6,4,2,33.87
34,Male,76.4,1.84,164,161,69,1.2,978,Cardio,17,3,3,1,21.69
52,Male,54.7,1.93,193,135,62,2,416,Cardio,31.9,3.2,2,2,34.32
18,Female,49,1.72,190,153,60,0.72,862,HIIT,24.4,2.8,4,3,17.26
30,Male,46.3,1.59,166,133,54,1.33,1001,Strength,23.8,2.2,2,2,17.74
35,Female,68.2,1.7,178,137,52,2,1181,HIIT,23.5,3.3,3,2,31.92
36,Female,85.1,1.67,184,131,53,1.03,608,Yoga,19.7,2.1,4,2,20.8
,Female,59.8,2,188,144,70,2,1337,HIIT,32.9,3.1,3,1,14.17
56,Female,63.7,1.74,161,158,65,1.94,1297,Yoga,28.6,3.2,3,3,14.53
34,Male,40,1.68,183,167,64,1.45,1642,Yoga,28.2,2.3,3,2,17.03
56,Male,64.7,1.78,199,129,62,1.1,941,HIIT,11.5,2.4,3,2,13.72
28,Male,56.5,1.73,198,136,74,1.23,991,Strength,14.5,3.6,5,1,13.82
18,Male,56.9,1.74,180,149,59,0.89,1441,Cardio,22,3.2,2,2,19.82
18,Male,115.8,1.68,177,150,74,1.11,629,Strength,24.2,3.6,5,2,20.56
45,Male,46,1.76,165,135,69,1.05,1121,Yoga,24,1.5,5,2,28.92
47,Female,46.9,1.91,162,145,53,1.17,733,HIIT,23.8,1.5,3,2,14.88
49,Male,110.8,1.62,162,169,59,1.34,1783,Cardio,11.5,1.7,4,2,21.26
19,Male,97.4,1.75,173,144,56,1.27,917,HIIT,27.1,3.2,4,2,28.45
42,Male,117.7,1.71,198,149,74,0.89,943,Cardio,23.7,1.8,4,1,26.89
24,,91.2,1.66,167,129,60,1.27,314,HIIT,30.8,3.4,5,1,21.76
18,Female,100.3,1.83,168,125,74,1.21,746,Yoga,23.3,3.4,5,1,
28,Male,51.1,1.66,161,154,65,0.86,944,HIIT,31.1,3.3,5,2,19.67
18,Male,79,1.64,191,150,74,1.37,1741,Yoga,16.9,1.9,4,,30.73
44,Female,65,1.57,165,168,70,1.02,1232,Cardio,27.9,3.6,3,1,32.75
24,Male,86.3,1.71,191,150,50,1.33,1166,Yoga,33.3,1.8,3,1,18.7
39,Male,43.3,1.68,184,128,51,1.5,712,Cardio,13.2,1.5,2,2,17.06
18,Male,50.6,2,179,133,,1.85,1265,Strength,19.8,2.7,,2,20.88
52,Male,40,1.71,165,157,74,1.64,1001,HIIT,18.6,2.8,4,2,17.27
18,Female,59.9,1.76,179,169,66,1.26,1024,Cardio,,2.1,3,1,18.69
56,Female,59.1,2,177,,58,0.94,1277,Yoga,14.1,3.4,3,2,16.29
24,,62.8,1.68,177,163,53,2,1005,HIIT,25.9,2.9,4,1,19.91
59,Female,72.8,1.65,172,165,55,1.17,1104,HIIT,15.4,3.4,3,1,14.86
29,Female,65,1.77,194,152,66,1.34,715,HIIT,25.2,1.8,2,1,23.25
18,Female,74.2,1.85,177,151,66,2,1104,HIIT,28,1.5,3,1,
46,Female,61.2,1.79,190,157,72,1.05,947,Strength,22.6,2.5,3,1,17.28
27,Female,63.3,1.9,183,148,67,0.58,933,HIIT,20,3.2,4,2,22.45
40,Female,95.3,1.86,171,130,67,1.46,796,\nStrength,10,2,4,1,22.23
42,,73.6,1.73,182,159,66,1.65,1265,Cardio,23.2,2.4,2,2,
35,Male,124.8,1.75,176,161,59,1.2,1240,Yoga,10,3.3,3,2,28.03
18,Male,75.4,1.97,177,136,67,0.76,1371,HIIT,29.7,3.1,2,1,15.43
46,Male,49.8,1.91,160,146,65,2,1009,HIIT,29.4,3,3,3,12.84
18,Male,61,1.67,163,139,70,1.22,361,Strength,27.4,3.4,2,3,17.17
47,Male,100.2,1.67,196,151,73,1.48,953,,24.5,3.2,3,,26.79
33,Female,73,1.69,196,135,67,1.93,881,Yoga,10,2.2,2,2,23.54
30,Male,88.2,1.72,191,155,54,1.28,911,Strength,27.2,2.2,4,3,15.42
34,Female,61.7,1.81,183,141,72,0.98,1443,HIIT,31.4,2.6,4,3,20.6
30,Male,120,1.79,187,141,51,2,1508,Yoga,,2.5,4,1,21.36
30,Male,45.4,1.73,197,151,50,1.27,1200,Cardio,23.1,3.6,4,3,17.33
30,Male,40,1.87,186,140,56,1.57,848,,26.6,2.6,5,1,12.87
22,Male,129.9,1.62,185,141,52,1.62,571,Strength,27.2,1.8,4,2,12.32
53,Female,71.9,2,191,161,74,1.6,1286,Cardio,29,3.7,5,2,12.32
44,Female,115.6,1.5,186,145,55,1.65,1075,HIIT,25.1,3.5,2,1,18.41
26,Female,64.7,1.61,197,137,74,1.48,1088,HIIT,25.1,2.2,5,2,24.23
52,Male,58.2,1.71,182,161,50,1.49,1364,HIIT,28.7,3.5,3,2,21.89
49,Male,53.8,1.81,185,169,71,1.56,1345,Strength,25.3,2.4,4,2,19.34
26,Female,63.6,1.77,173,145,55,1.29,1586,Strength,18.9,2.8,3,1,22.45
23,Male,62.3,1.68,167,122,74,1.69,772,Cardio,21.1,3.3,,1,12.98
26,Male,55.9,1.61,192,,74,1,1133,Cardio,21.1,2.6,5,1,21.42
41,Female,65.7,1.57,170,169,71,1.13,708,Yoga,26.5,1.9,5,1,12.32
59,Female,65.5,1.78,168,139,56,1.26,505,Strength,22.8,2,2,2,28.6
39,Female,90.5,,175,169,51,2,883,HIIT,30.8,3.6,3,2,20.06
28,Female,40,1.81,194,164,57,1.57,1070,Yoga,21.3,3.4,3,1,37.33
48,Male,40,1.67,169,168,57,2,833,Strength,17.8,2.2,3,3,12.32
54,Female,76.8,1.79,189,132,64,1.32,815,Strength,20.7,2.1,4,1,20.66
26,Female,92.4,1.59,165,169,55,1.49,1783,HIIT,24.9,1.5,4,2,22.09
28,Male,88.5,1.64,160,163,50,1.25,1190,Cardio,31.7,3.2,3,1,26.98
52,Female,54.3,1.73,185,137,57,2,1783,Yoga,20.5,3.1,3,2,22.75
23,Male,71.2,1.56,170,140,68,0.79,1014,Yoga,21.8,3.5,4,1,13.25
26,Female,64.1,1.68,190,168,55,1.35,1175,Strength,28.1,3.4,2,2,39.84
18,Female,45.3,1.75,190,169,69,0.82,808,Cardio,28.4,3.7,2,3,26.5
21,Female,76,1.72,196,160,73,1.51,1306,Strength,28.8,3.5,3,3,12.32
41,Female,40,1.69,192,138,66,0.95,1556,Yoga,26,2.6,4,1,19.94
30,Male,129.9,1.78,189,120,74,1.51,828,Yoga,20,1.5,2,1,30.83
27,Female,62.9,1.73,187,157,54,0.99,569,Strength,27.9,2.4,4,1,28.52
28,Male,69.3,1.99,183,154,62,1.97,827,Strength,14.4,1.5,4,2,18.72
38,Male,60.6,1.81,170,159,71,1.45,577,Cardio,24.8,3.7,3,3,13.74
59,Female,40,1.65,179,163,71,1.93,823,Cardio,23.4,3.4,3,1,22.78
33,Female,56.6,2,173,131,71,1.65,680,,24.1,1.9,3,2,37.62
27,Female,75.2,1.96,172,132,61,1.22,829,HIIT,14.9,2.7,3,1,21.52
46,Female,78.4,1.55,176,132,69,2,,Strength,23.3,2.2,2,1,23.63
25,Male,42.2,1.82,185,140,56,0.86,373,Strength,17.9,3.5,4,2,29.27
29,Female,57,1.7,168,160,61,0.74,976,Yoga,17.7,2.8,4,3,12.32
32,Female,40,1.89,177,134,71,,1270,HIIT,23.9,1.9,,2,18
49,Male,128.5,1.96,196,138,68,0.5,1165,Cardio,26.1,3.4,2,1,22.89
28,Female,45,1.8,187,162,74,1.82,1395,Strength,23.2,2.7,4,3,12.32
18,Female,78.5,1.81,190,127,74,1.38,466,Yoga,29.9,1.7,4,3,15.7
50,Female,49.4,1.91,188,131,74,1.11,963,Strength,17.6,2.7,2,1,17.89
27,Female,50.3,1.66,180,131,74,1.12,677,Cardio,27.6,1.8,2,2,39.72
40,Female,61,1.88,171,138,62,1.38,1180,HIIT,24.9,2,2,3,12.32
59,Male,79.3,1.79,198,162,74,1.78,933,Strength,25.2,2.7,4,2,16
57,Female,40,1.62,190,123,57,1.43,1093,Yoga,25.2,3.2,5,1,21.11
18,Male,50,1.69,196,143,53,,1115,Yoga,21.6,2.7,4,,28.53
18,Male,48.6,1.95,175,152,57,1.87,862,Strength,23.1,1.6,3,1,12.32
26,Male,91.3,1.63,186,156,67,0.92,1091,Yoga,22.6,2.4,,1,19.46
50,Female,102.2,1.65,198,157,64,1.64,1123,Yoga,17.3,3.3,4,2,17.77
48,Female,40,1.75,196,133,74,2,517,Cardio,12.8,2.5,4,1,12.32
41,Female,69.6,1.63,193,169,55,1.46,1157,Strength,27.9,3.7,4,1,32.29
23,Female,56.8,1.75,183,149,74,1.54,926,Strength,25.3,2.6,2,,12.32
50,Female,99.4,1.7,181,120,58,0.88,694,Yoga,30.5,1.5,3,,16.45
18,Male,51.4,1.83,195,141,54,0.97,1145,HIIT,23.7,1.7,2,3,16.63
22,Male,96.9,1.8,163,132,56,0.94,748,HIIT,21.7,2.5,4,2,24.29
26,Female,64.3,1.7,192,140,65,1.51,1236,Yoga,33.9,3.6,3,2,39.07
42,Female,40,1.72,197,139,74,1.64,1143,Yoga,24,1.5,3,2,19.15
37,Male,40,1.92,194,128,72,1.89,1753,Strength,10,3.4,5,1,15.24
30,Female,85.4,1.71,188,169,74,1.17,744,HIIT,21.6,3.6,4,2,20.15
33,Female,72.9,1.58,178,153,57,0.94,1139,HIIT,25.9,3.5,2,1,18.97
25,Female,48.8,1.84,186,168,65,1.68,972,Strength,25,1.7,3,2,16.6
18,Male,54.9,1.74,187,131,74,0.93,597,HIIT,,3.2,3,3,18.89
38,Male,53.6,1.7,188,126,73,0.97,1083,Yoga,30.4,3.4,4,2,12.32
47,Male,77.9,1.76,164,139,59,1.29,1233,Cardio,34,2.8,2,1,15.38
35,Male,68.5,1.73,175,142,58,1.2,840,Cardio,19.3,2.1,2,3,12.32
59,,,1.56,164,124,56,0.85,917,Cardio,29.4,3.7,2,,18.27
28,,77.2,1.86,180,133,,1.55,1710,Strength,26.5,1.6,4,3,17.34
32,Female,113.1,1.73,165,135,58,1.5,1081,Yoga,26.2,3.3,4,1,12.32
27,Female,53.7,1.75,167,137,74,2,788,Yoga,13.3,2.6,3,,16.24
25,Male,61.3,1.77,173,167,50,1.88,1760,Strength,35,3.1,4,2,17.69
38,Male,41.1,1.67,184,133,74,0.63,804,HIIT,25.6,2.8,5,3,14.26
36,Male,78.2,1.63,191,169,74,2,1381,Cardio,23.1,2.7,3,2,21.82
35,Male,94.6,1.69,167,158,57,0.75,1534,Yoga,33.1,2,4,2,22.21
28,Female,68.8,1.73,198,169,66,1.46,1279,Yoga,31.4,1.6,3,1,12.38
27,Female,43.4,1.71,184,165,71,1.24,945,Strength,10,3.6,2,2,25.15
37,Female,40,1.81,164,139,62,1.35,658,,15.4,,4,1,
40,Female,40,1.74,173,164,72,1.33,1194,HIIT,22.7,1.5,4,1,12.32
24,Male,70.3,1.87,191,127,62,1.75,1285,Yoga,23.9,1.5,2,3,14.32
18,Male,64.7,1.67,167,152,74,1.38,1506,HIIT,26,1.7,4,3,19.63
59,Male,61,1.62,191,162,74,1.69,499,HIIT,14.6,1.8,3,3,21.37
37,Female,44.2,1.61,168,164,73,1.13,1011,Yoga,28.8,2.5,4,3,14.92
18,Male,77.8,1.76,183,157,74,1.27,1086,HIIT,24.6,3.3,3,1,16.37
53,Male,53.5,1.71,195,169,54,1.04,900,Yoga,25.1,2.7,3,2,33.56
44,Male,63.7,1.62,176,166,54,1.16,1142,Cardio,23,3.2,5,2,12.32
28,Female,64.1,1.82,170,120,57,1.53,686,Yoga,16.3,2.7,2,,13.85
,Female,54.5,1.67,196,148,73,1.21,819,Strength,29.4,3.1,3,1,15.16
30,Female,40,1.93,180,143,74,1.94,916,Yoga,17.2,2.3,2,1,12.32
25,Female,68.8,1.73,182,133,74,1.65,851,\nStrength,28.8,1.8,3,3,12.32
18,,50.6,1.74,162,153,74,1.25,634,Strength,29.3,1.5,4,,17.25
53,Female,68.9,1.6,191,155,70,0.89,874,Yoga,10.2,1.6,3,2,27.19
25,Male,100.4,1.76,173,169,58,0.85,1465,Cardio,30.4,1.8,3,1,17.45
58,Female,105.7,1.65,171,136,71,1.22,841,Cardio,32,3.4,,3,13.66
18,Female,61.9,1.58,184,141,,1.63,900,Yoga,25.2,3.7,2,1,18.23
50,Female,60.4,1.72,184,124,74,2,494,\tYoga,27.9,3,4,2,20.81
23,Male,56.2,1.58,184,141,71,2,640,Cardio,25.2,1.5,4,1,
18,Female,42.6,1.56,180,169,62,1.27,1497,Strength,27.1,3.6,4,1,12.46
59,Female,97.4,1.57,199,153,70,0.73,877,Yoga,18.1,3.3,4,1,27.67
32,Male,58.7,,161,130,69,1.07,733,Strength,28.6,1.9,3,3,12.87
21,Male,46.4,2,198,135,74,1,497,Cardio,29.7,1.8,2,1,23.07
32,Male,57.4,1.66,189,136,62,1.55,1068,HIIT,24.6,3.4,2,2,
38,Male,87.9,1.75,183,130,74,1.54,1273,HIIT,24.2,1.6,3,1,12.32
40,Male,87.8,1.64,161,145,59,1.63,849,Cardio,22.5,2.6,4,2,17.55
52,Female,62.4,1.91,191,161,63,2,1783,Yoga,27.3,3.2,2,1,15.2
20,Female,65.7,1.81,189,165,55,1.66,733,Strength,35,3.5,4,2,25.06
23,Female,51.4,2,182,158,65,1.07,738,Strength,31.7,2.6,4,2,15.31
34,Female,75.2,2,196,141,73,1.13,753,HIIT,33.8,3.6,4,2,16.39
34,Male,77.7,1.81,187,149,54,1.08,842,Strength,33,3,2,3,12.32
23,Female,40,1.89,162,126,60,0.74,1237,Cardio,24.7,2.9,3,1,17.09
43,Female,80.5,1.68,190,135,58,1.1,1099,Yoga,21.7,2.1,5,1,25.52
18,Male,40,1.78,167,133,62,0.86,963,Yoga,16.9,3.7,4,3,21.42
28,Female,109.4,1.58,170,165,74,1.94,619,HIIT,21.9,2.2,5,1,21.16
57,Female,40,1.58,165,140,55,1.33,1783,Strength,24.7,2.6,4,1,14.94
18,Male,40,1.8,168,,58,0.5,729,,32.5,3.7,3,3,12.32
44,Female,79.5,1.73,184,155,56,1.57,1058,Yoga,17.8,2.6,4,2,25.45
21,Female,68.5,1.61,191,169,74,1.18,1278,Yoga,19.9,3.1,3,2,18.59
39,,65.6,1.75,164,158,66,1.09,1593,Cardio,23.7,3.1,4,2,23.89
44,Female,87.5,1.88,173,132,66,1.21,1643,Strength,26.9,3.1,2,2,21.72
56,Male,54.5,1.76,196,148,74,1.4,659,HIIT,32.1,2.8,4,2,27.02
33,Female,55.4,1.6,185,144,67,2,1015,HIIT,30.6,2.7,4,3,20.82
32,Male,85.7,1.53,185,133,52,1.02,1108,Cardio,24,3.4,3,3,14.19
34,Female,58.2,1.7,189,134,55,0.73,785,HIIT,24,1.6,4,2,12.46
30,Male,72.5,1.91,189,142,58,1.44,976,Cardio,28.2,3.6,2,2,26.6
26,,77.2,1.64,168,162,64,1.25,438,Strength,22.7,2.4,4,2,30.85
20,Male,90.3,1.68,169,135,59,1.1,758,Cardio,10.5,1.7,4,1,31.04
42,Female,95.2,1.76,178,158,56,1.21,770,Cardio,25.3,2,2,3,16.06
26,Male,75,1.91,181,168,74,1.1,943,HIIT,24.8,2,3,2,21.87
26,Male,61.5,1.51,185,155,74,1.35,1079,Cardio,31.4,3.4,4,2,21.29
28,Female,101.9,1.5,196,164,56,1.87,1211,\tCardio,23.8,3.2,2,2,15.07
54,Female,41.4,1.6,163,169,71,1.62,1385,Yoga,10,1.6,5,3,20.92
18,Male,71.3,1.78,167,129,72,0.86,1238,Strength,20.6,1.5,4,3,34.18
42,Male,46.2,1.72,167,130,69,1.19,945,HIIT,24.6,2.9,2,3,19.47
24,Male,64,1.83,187,155,74,1.79,406,Yoga,27.7,1.5,3,,31.31
54,Male,47.2,1.75,160,134,68,1.18,1001,Yoga,23.9,1.9,4,1,20
53,Male,95.5,1.52,164,169,52,1.31,1009,Yoga,21.8,1.9,,3,12.32
33,Female,40,1.79,194,162,60,1.39,1012,Cardio,23.7,2.8,4,,13.81
52,Female,81.1,1.74,184,168,74,,1080,,23.6,3.4,5,1,12.32
51,Female,72.1,,162,160,70,1.21,1186,Cardio,17.6,3.2,3,2,12.66
47,Male,100.5,1.56,185,133,64,0.87,872,Cardio,22.1,1.5,4,2,
55,Female,129.9,1.89,177,157,66,0.81,1154,Cardio,15.2,2.4,4,2,20.1
28,Male,75.7,1.85,160,157,64,1.59,1179,,29.7,1.5,3,2,37.5
18,Female,69,1.66,196,141,56,1.46,1251,Yoga,25.7,2.4,4,2,18.23
19,Male,72.5,1.73,184,135,71,1.12,1392,HIIT,11.9,3.5,3,1,29.87
30,,50.8,1.81,196,132,74,1.28,794,Yoga,14.5,3.2,3,3,22.58
40,Female,68.2,1.5,197,153,71,1.24,484,Cardio,24.1,3.5,4,2,12.45
49,Female,105,1.63,170,139,70,1.53,1065,Cardio,24,1.5,4,2,18.89
57,Female,129.9,1.88,162,148,56,1.71,1233,Strength,24,1.8,3,1,
27,Female,61.1,1.59,\t182,139,68,1.09,669,Yoga,16.7,1.5,3,2,12.32
27,Male,,1.81,176,169,64,1.37,1783,Yoga,28.5,1.5,3,3,16.6
50,Male,62.5,1.67,172,121,56,1.14,1415,Cardio,20.9,2.5,5,2,28.47
59,Male,62.4,1.71,197,,74,1.47,705,Cardio,32,2.4,4,2,19.22
26,Male,72.4,1.68,196,169,53,2,1082,HIIT,29.8,2.5,2,3,21.68
55,Female,93.1,1.82,172,148,60,1.22,1039,HIIT,17.3,2.6,4,1,20.51
48,Female,122.3,1.71,183,120,63,0.79,992,,10,2.6,4,1,18.9
29,Female,70.8,1.85,160,142,52,1.5,1624,\tYoga,14.2,3.5,2,3,15.46
52,Male,51.5,1.6,184,162,65,1.46,1339,Cardio,25.2,3.2,4,3,12.32
18,Female,57.1,1.61,198,129,66,0.94,1064,Cardio,31.7,2.4,2,3,19.32
36,Female,64.4,1.97,166,153,59,1.45,1132,HIIT,27.9,2.9,3,1,23.33
52,Male,63,1.72,184,131,54,1.48,804,Cardio,21.5,1.5,4,3,34.06
29,Male,77.2,1.89,192,152,58,2,858,HIIT,25.6,3.2,3,2,19.23
18,Female,40,1.66,190,147,50,1.6,1287,Cardio,27.6,1.9,5,3,22.99
30,Female,76.3,2,193,132,59,1.11,548,HIIT,34.9,3.2,3,1,17.54
29,Female,71.2,1.8,176,139,68,1.4,354,Cardio,10,3.4,2,3,31.75
55,Male,104.9,1.56,187,155,58,0.87,1260,\nStrength,27.8,3.5,3,1,12.68
34,Female,102.1,1.53,178,152,50,2,1783,Strength,26.5,2.1,3,1,38.34
31,Female,63.6,1.57,165,169,74,1.09,1148,Strength,15.1,3.4,4,1,13.15
26,Male,68.6,1.7,172,167,57,1.32,501,Yoga,25.4,1.5,3,2,18.29
33,Male,46,1.71,163,145,54,1.29,671,Yoga,21.4,3.1,2,3,14.68
39,Female,88.6,1.8,181,158,71,1.29,1296,Strength,24.3,2.8,4,1,
36,Male,79.7,1.75,168,132,74,1.67,445,Strength,23.9,3.4,4,2,25.28
33,Female,108.7,1.75,199,131,74,0.86,1080,Yoga,24.1,1.9,3,1,16.46
45,Female,61.4,1.76,194,120,68,1.22,909,Strength,21.4,2.8,2,1,21.75
21,Female,69.2,1.87,168,127,68,1.47,1275,Yoga,24.1,2.9,5,3,14.59
52,Male,67.4,1.72,160,134,51,1.49,1307,Strength,17,2.6,2,2,15.39
29,Female,40,1.64,178,130,69,1.15,1093,HIIT,27.4,3.4,3,2,14.89
47,Female,46,1.58,172,147,72,1.37,1098,Strength,28.5,3.7,2,3,15.45
34,Male,89.1,1.78,174,120,51,1.52,574,Cardio,27.6,1.5,4,2,20.61
57,Male,70.4,1.72,181,161,57,1.3,983,Yoga,29.9,3.6,3,2,22.21
24,Male,65.7,1.84,165,146,74,1.59,954,Cardio,17.8,2.8,5,2,16.06
26,Male,82.2,1.69,189,139,70,1.45,1184,Yoga,10,2.5,5,2,18.01
32,,52.2,1.73,196,134,74,2,684,Strength,27.4,2,3,1,21.27
54,Male,128.7,1.91,192,,58,1.97,1049,Cardio,22.9,2.7,4,2,23.32
18,Female,,1.64,196,169,74,0.9,921,Strength,25.8,3.3,5,2,20.03
18,Female,110.3,1.76,168,169,55,1.86,1391,Strength,33,3.5,5,3,16.38
54,Male,42.7,1.72,191,153,74,2,987,Yoga,13.6,1.5,5,2,19.11
35,Female,98,1.59,179,141,62,1.04,729,Cardio,14.2,1.5,3,1,18.32
37,Female,94.5,1.84,160,158,61,1.2,1063,HIIT,26.6,2.6,3,2,12.32
30,Female,57.6,1.66,169,160,67,1.86,1332,Yoga,30.9,2.7,4,2,30.42
31,Male,40,1.74,194,155,68,1.4,716,HIIT,30.6,1.5,4,3,20.16
28,Male,40.3,1.69,166,169,69,0.5,864,Cardio,24.9,2.6,3,3,20.42
53,Male,60.8,1.66,199,121,69,1.12,926,Strength,26.5,3.6,4,1,12.32
56,Male,72,1.77,191,168,62,1.55,1144,Cardio,30,2.7,2,2,23.34
44,Male,94.4,1.75,163,154,58,1.66,881,HIIT,24.1,2.9,3,3,12.32
38,Male,71,1.84,190,120,53,1.93,1700,Cardio,24.7,3.1,,3,21.97
34,Female,77.9,1.87,183,169,59,1.28,691,,24,3.4,2,1,15.67
48,Male,52.6,1.63,182,129,54,2,1310,Strength,25.1,1.5,,1,14.53
48,Female,62.9,1.67,198,164,64,0.84,1098,HIIT,24.5,3.3,5,1,24.26
33,Male,59.6,1.6,187,127,69,1.41,573,\tCardio,22.7,2.2,3,1,21.54
46,Female,50,1.5,182,149,64,1.44,929,Cardio,23.8,3.3,2,3,16.09
32,Female,104.3,1.83,160,,64,1.83,1122,Yoga,22.1,2.8,4,2,16.99
36,Female,61.2,1.93,166,145,55,0.77,1015,HIIT,18.8,1.5,4,2,12.32
36,Female,82.5,1.66,166,134,50,0.95,640,Yoga,11.2,3.4,5,2,21.01
57,Female,58.3,1.73,164,132,50,1.48,492,HIIT,27.7,3.6,3,1,19.23
45,Male,61.6,1.95,176,,64,1.12,1049,Strength,25.1,2.4,4,1,30.72
44,Male,64.2,1.7,,139,62,1.3,1201,Yoga,23.2,3.3,2,2,15.79
31,Male,53,1.83,182,149,55,1.33,821,Strength,23.6,3.4,4,3,22.89
50,Female,69.6,1.9,172,127,74,,303,Strength,26.2,1.5,3,1,29.91
38,Female,81.1,1.92,190,125,61,1.18,690,Yoga,26.1,3.1,4,3,17.99
49,Female,65.7,1.77,182,139,74,1.18,744,HIIT,26.8,3.1,2,2,23
21,Male,81.8,1.83,182,163,53,2,1159,Cardio,29.2,2.7,4,1,22.27
28,Female,91.2,1.77,164,162,55,1.28,648,Strength,25.4,3.3,2,2,18.88
52,Female,98.5,1.96,183,169,50,1.98,1515,Strength,,2.2,5,1,35.08
22,Male,88.9,1.6,182,148,74,1.39,1386,HIIT,28.9,2.5,3,3,32.24
43,Male,88.5,1.72,185,131,67,1.48,1140,Cardio,23.6,3.3,4,1,28.7
46,Male,85.9,1.7,180,148,66,1.77,1088,HIIT,13.8,3.4,2,2,21.8
18,Male,56.5,1.86,193,129,54,1.4,901,HIIT,20.6,3.5,4,2,13.7
43,Female,65.2,1.97,184,121,72,1.1,594,HIIT,23.2,,3,2,17.03
18,Male,71.9,1.54,170,121,59,1.48,658,HIIT,18.9,2.6,4,2,24.65
44,Male,66.8,1.72,191,136,68,1.34,1239,Cardio,31.5,2.8,4,2,22.21
55,Female,46.3,1.7,187,139,52,2,1130,Cardio,27.3,1.5,3,1,32.94
36,Male,93.2,1.63,,153,55,1.21,389,Cardio,25.8,1.5,3,2,24.94
57,Male,72.4,1.65,168,162,56,1.71,1140,Yoga,10.9,2.5,4,1,28.3
41,Male,70.7,1.81,191,134,62,1.53,1381,Cardio,30.3,3.3,2,2,23.32
52,Female,45,1.75,196,143,74,2,926,Yoga,22,2.4,3,1,38.8
18,Female,74.8,1.83,165,144,63,1.66,1174,Cardio,22.9,3.1,2,2,15.29
31,Female,61.1,1.69,190,123,64,0.62,1227,HIIT,23.8,3.6,2,3,19.83
34,Female,44.3,1.76,180,129,58,1.85,494,Strength,25.8,3.2,4,3,16.48
20,Female,96.2,1.59,170,142,52,1.57,1305,Strength,10.2,2.8,,1,21.72
47,Male,69.7,1.83,184,121,70,1.02,747,HIIT,30.2,1.9,5,1,20.78
33,Male,41.9,1.59,166,165,50,2,898,Strength,24.6,3.2,3,2,14.53
47,Female,52.9,1.67,180,142,72,1.11,770,\tCardio,22.9,1.5,3,2,30.5
58,Male,94.6,1.57,191,152,74,0.78,674,Cardio,10.2,3.3,,1,22.94
47,Male,70.5,1.67,166,168,58,1.74,898,Strength,30,3.2,3,2,46.78
27,Female,40,1.76,192,169,56,2,602,HIIT,28,3.4,3,3,31.97
51,Male,51.6,1.83,194,161,67,2,1057,Yoga,27.6,2.2,3,1,24.12
18,Female,83.3,1.59,165,169,72,1.19,997,Strength,25.7,3.3,3,1,31.83
20,Male,67.7,1.84,193,122,66,1.19,900,Cardio,13.7,3.4,5,2,19.76
43,Male,57.8,1.78,197,163,52,1.42,1418,\tYoga,28.6,1.6,2,1,14.84
45,Male,59,1.87,199,157,55,1.11,613,Strength,18.2,3.2,2,1,31.55
